T, Cp, H, S
15550, 20.7878378493, 335372.095869, 373.51924659872594
15600, 20.7878266257, 336411.48748, 373.61517139148583
15650, 20.7878155135, 337450.878533, 373.71078125495893
15700, 20.7878045114, 338490.269033, 373.80607824883555
15750, 20.7877936178, 339529.658986, 373.9010644126784
15800, 20.7877828314, 340569.048397, 373.9957417661846
15850, 20.7877721508, 341608.437271, 374.0901123094425
15900, 20.7877615745, 342647.825614, 374.18417802318453
15950, 20.7877511013, 343687.21343, 374.27794086903543
16000, 20.7877407298, 344726.600726, 374.3714027897584
16050, 20.7877304586, 345765.987505, 374.46456570949465
16100, 20.7877202865, 346805.373773, 374.55743153400124
16150, 20.7877102123, 347844.759535, 374.65000215088423
16200, 20.7877002346, 348884.144796, 374.7422794298283
16250, 20.7876903522, 349923.52956, 374.8342652228226
16300, 20.787680564, 350962.913833, 374.9259613643836
16350, 20.7876708688, 352002.297618, 375.01736967177374
16400, 20.7876612652, 353041.680921, 375.10849194521717
16450, 20.7876517523, 354081.063746, 375.19932996811184
16500, 20.7876423289, 355120.446098, 375.28988550723847
16550, 20.7876329938, 356159.827981, 375.38016031296644
16600, 20.787623746, 357199.209399, 375.4701561194559
16650, 20.7876145844, 358238.590357, 375.5598746448576
16700, 20.7876055078, 359277.970859, 375.6493175915088
16750, 20.7875965154, 360317.350909, 375.73848664612706
16800, 20.7875876059, 361356.730512, 375.8273834800005
16850, 20.7875787784, 362396.109671, 375.916009749175
16900, 20.787570032, 363435.488391, 376.0043670946393
16950, 20.7875613655, 364474.866675, 376.0924571425069
17000, 20.7875527781, 365514.244529, 376.18028150419474
17050, 20.7875442688, 366553.621954, 376.2678417766002
17100, 20.7875358366, 367592.998957, 376.3551395422747
17150, 20.7875274806, 368632.375539, 376.4421763695947
17200, 20.7875192, 369671.751706, 376.5289538129308
17250, 20.7875109937, 370711.127461, 376.6154734128138
17300, 20.7875028609, 371750.502807, 376.70173669609835
17350, 20.7874948007, 372789.877748, 376.78774517612413
17400, 20.7874868123, 373829.252288, 376.87350035287517
17450, 20.7874788948, 374868.62643, 376.95900371313616
17500, 20.7874710475, 375908.000179, 377.04425673064696
17550, 20.7874632693, 376947.373536, 377.1292608662547
17600, 20.7874555596, 377986.746507, 377.2140175680631
17650, 20.7874479176, 379026.119093, 377.2985282715814
17700, 20.7874403424, 380065.4913, 377.38279439986854
17750, 20.7874328333, 381104.863129, 377.4668173636776
17800, 20.7874253895, 382144.234584, 377.5505985615965
17850, 20.7874180102, 383183.605669, 377.63413938018834
17900, 20.7874106948, 384222.976386, 377.71744119412773
17950, 20.7874034424, 385262.346739, 377.800505366337
18000, 20.7873962524, 386301.716731, 377.88333324811964
18050, 20.7873891241, 387341.086366, 377.9659261792912
18100, 20.7873820567, 388380.455645, 378.0482854883102
18150, 20.7873750495, 389419.824572, 378.1304124924051
18200, 20.7873681019, 390459.193151, 378.21230849770103
18250, 20.7873612132, 391498.561383, 378.2939747993439
18300, 20.7873543827, 392537.929273, 378.37541268162335
18350, 20.7873476098, 393577.296823, 378.45662341809316
18400, 20.7873408938, 394616.664035, 378.5376082716913
18450, 20.7873342342, 395656.030913, 378.6183684948564
18500, 20.7873276301, 396695.397459, 378.6989053296452
18550, 20.7873210812, 397734.763677, 378.7792200078457
18600, 20.7873145867, 398774.129568, 378.85931375109055
18650, 20.787308146, 399813.495136, 378.93918777096826
18700, 20.7873017585, 400852.860384, 379.01884326913296
18750, 20.7872954238, 401892.225313, 379.0982814374125
18800, 20.7872891411, 402931.589927, 379.17750345791563
18850, 20.7872829099, 403970.954228, 379.2565105031367
18900, 20.7872767296, 405010.318219, 379.3353037360605
18950, 20.7872705998, 406049.681902, 379.4138843102637
19000, 20.7872645198, 407089.04528, 379.4922533700172
19050, 20.7872584891, 408128.408355, 379.5704120503846
19100, 20.7872525072, 409167.771129, 379.648361477322
19150, 20.7872465736, 410207.133606, 379.72610276777397
19200, 20.7872406877, 411246.495788, 379.80363702977013
19250, 20.787234849, 412285.857676, 379.88096536251976
19300, 20.787229057, 413325.219273, 379.95808885650445
19350, 20.7872233113, 414364.580582, 380.0350085935711
19400, 20.7872176113, 415403.941605, 380.1117256470221
19450, 20.7872119566, 416443.302344, 380.1882410817055
19500, 20.7872063466, 417482.662802, 380.2645559541031
19550, 20.787200781, 418522.02298, 380.3406713124183
19600, 20.7871952591, 419561.38288, 380.4165881966621
19650, 20.7871897807, 420600.742506, 380.4923076387379
19700, 20.7871843452, 421640.101859, 380.5678306625261
19750, 20.7871789522, 422679.460941, 380.6431582839668
19800, 20.7871736012, 423718.819755, 380.7182915111414
19850, 20.7871682918, 424758.178302, 380.7932313443539
19900, 20.7871630235, 425797.536585, 380.86797877621
19950, 20.787157796, 426836.894605, 380.9425347916967
20000, 20.7871526089, 427876.252365, 381.01690036825926
20050, 20.7871474617, 428915.609867, 381.0910764758784
20100, 20.7871423539, 429954.967112, 381.1650640771461
20150, 20.7871372853, 430994.324103, 381.23886412734004
20200, 20.7871322554, 432033.680841, 381.3124775744978
20250, 20.7871272638, 433073.037329, 381.38590535949027
